UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome
1,1,2024-03-23 22:08:10.568453,product_view,prod_8199,,
1,1,2024-03-12 00:32:05.495638,add_to_cart,prod_4112,,
1,1,2024-02-25 22:43:01.318876,add_to_cart,prod_3354,,
1,1,2024-02-01 05:13:26.944169,add_to_cart,prod_4965,,
1,2,2024-04-20 05:07:46.892185,product_view,prod_2683,,
1,3,2024-03-15 05:22:41.094810,purchase,prod_5244,72.91361870063564,purchase
1,3,2024-05-29 13:33:10.268585,product_view,prod_9640,,
1,3,2024-02-02 22:42:42.062903,add_to_cart,prod_8364,,
1,3,2024-02-15 12:46:46.387330,add_to_cart,prod_9851,,
1,3,2024-07-17 03:46:13.897763,add_to_cart,prod_6426,,
1,4,2024-06-10 00:08:42.715781,product_view,prod_5771,,
1,4,2024-04-26 13:36:29.713266,add_to_cart,prod_8066,,
1,4,2024-01-04 09:25:49.705624,add_to_cart,prod_1102,,
1,4,2024-07-15 16:15:52.074487,purchase,prod_9886,7.677937741600427,purchase
1,4,2024-01-02 00:15:51.420238,add_to_cart,prod_6144,,
1,4,2024-03-19 08:57:34.658875,add_to_cart,prod_5644,,
1,5,2024-01-19 16:51:29.413903,purchase,prod_6690,149.27004735392265,purchase
1,5,2024-06-27 07:40:55.374830,purchase,prod_9946,359.58913623256626,purchase
1,5,2024-03-07 03:03:13.896282,product_view,prod_5175,,
1,5,2024-04-10 13:43:05.891055,purchase,prod_5113,454.1052765032477,purchase
1,5,2024-02-17 19:31:30.144156,purchase,prod_2362,35.606155713957904,purchase
1,6,2024-04-03 16:09:16.206551,add_to_cart,prod_4614,,
1,6,2024-06-02 08:21:36.708797,product_view,prod_7475,,
1,6,2024-03-21 10:26:12.092920,add_to_cart,prod_3223,,
1,6,2024-03-18 21:56:10.116916,add_to_cart,prod_1192,,
1,6,2024-04-06 00:24:04.366632,add_to_cart,prod_8028,,
1,6,2024-06-15 04:30:08.607016,product_view,prod_9542,,
1,7,2024-01-17 08:27:34.705063,add_to_cart,prod_5915,,
1,7,2024-07-18 01:56:58.108233,product_view,prod_3548,,
1,7,2024-01-28 08:26:04.060285,product_view,prod_1392,,
1,7,2024-04-26 18:16:33.768392,add_to_cart,prod_5032,,
1,7,2024-04-27 18:46:07.943502,add_to_cart,prod_8998,,
1,7,2024-05-30 23:54:59.607697,add_to_cart,prod_9103,,
1,7,2024-03-14 14:34:11.572553,add_to_cart,prod_2436,,
1,7,2024-04-02 11:31:53.822525,product_view,prod_5109,,
1,8,2024-04-02 21:22:55.148412,product_view,prod_3790,,
1,8,2024-01-13 19:09:28.166082,product_view,prod_9816,,
1,9,2024-04-25 22:28:12.923897,product_view,prod_8690,,
1,9,2024-06-09 23:14:38.865203,add_to_cart,prod_8685,,
1,9,2024-03-16 05:05:39.027675,purchase,prod_3149,457.6279672342614,purchase
1,9,2024-06-27 04:30:04.344369,add_to_cart,prod_8010,,
1,9,2024-04-02 02:47:41.587589,product_view,prod_5478,,
1,9,2024-06-07 15:23:28.840982,purchase,prod_9687,459.3386403923263,purchase
1,10,2024-04-14 06:04:30.465499,add_to_cart,prod_2662,,
1,10,2024-07-22 20:10:14.181302,add_to_cart,prod_7361,,
2,1,2024-03-09 21:41:01.985686,purchase,prod_9140,262.5236986694382,purchase
2,2,2024-07-19 08:55:51.249092,add_to_cart,prod_6847,,
2,2,2024-02-23 01:38:55.984961,purchase,prod_4500,199.35696936503544,purchase
2,2,2024-04-16 05:04:41.305679,purchase,prod_9382,130.052527996474,purchase
2,3,2024-04-08 15:31:28.658968,add_to_cart,prod_9809,,
2,3,2024-07-09 09:21:34.525300,add_to_cart,prod_4092,,
2,3,2024-01-20 07:23:41.874270,purchase,prod_5291,92.79021854337398,purchase
2,4,2024-01-01 14:07:40.491141,add_to_cart,prod_8372,,
2,4,2024-07-16 05:29:59.614176,add_to_cart,prod_2292,,
2,4,2024-07-10 23:21:53.591976,add_to_cart,prod_7594,,
2,4,2024-05-23 12:18:17.851964,add_to_cart,prod_9583,,
2,5,2024-05-26 22:07:42.274155,add_to_cart,prod_4777,,
2,5,2024-07-11 16:49:57.818345,purchase,prod_9575,112.32094388676128,purchase
2,5,2024-04-13 10:12:43.958189,add_to_cart,prod_7874,,
2,6,2024-04-12 21:11:09.711276,add_to_cart,prod_9276,,
2,6,2024-07-18 18:03:40.390964,product_view,prod_3943,,
2,6,2024-03-14 00:47:08.622770,add_to_cart,prod_4323,,
2,6,2024-07-07 04:11:16.992828,purchase,prod_9879,127.47496301478664,purchase
2,6,2024-02-29 03:58:00.339347,purchase,prod_6559,136.8863327997475,purchase
2,6,2024-06-19 18:14:15.645779,add_to_cart,prod_9788,,
2,7,2024-05-08 00:58:53.917678,purchase,prod_1607,176.5691854935053,purchase
2,7,2024-06-11 03:46:25.004186,purchase,prod_1131,241.24229853836383,purchase
2,7,2024-05-30 05:09:49.756099,product_view,prod_7752,,
2,7,2024-01-07 08:29:00.313651,purchase,prod_6365,186.82975650819935,purchase
2,8,2024-04-28 11:51:43.819505,add_to_cart,prod_9795,,
2,8,2024-06-10 23:03:44.031960,add_to_cart,prod_1139,,
2,8,2024-06-21 10:02:32.542190,purchase,prod_7990,107.78039914003529,purchase
2,9,2024-06-26 13:08:27.178633,add_to_cart,prod_8080,,
2,9,2024-02-25 11:28:02.101002,add_to_cart,prod_7470,,
2,10,2024-06-26 10:50:55.574867,product_view,prod_3728,,
2,10,2024-05-12 07:56:09.738166,purchase,prod_3548,411.0817576605283,purchase
2,10,2024-06-08 23:07:18.777173,add_to_cart,prod_1159,,
2,10,2024-02-01 13:04:02.540578,product_view,prod_6444,,
2,10,2024-05-16 17:05:41.993969,add_to_cart,prod_8896,,
2,10,2024-03-31 19:01:37.632212,purchase,prod_5105,491.64466874014073,purchase
3,1,2024-05-06 17:48:48.834975,add_to_cart,prod_2570,,
3,1,2024-06-01 06:04:55.937597,purchase,prod_1562,481.21558835328943,purchase
3,2,2024-01-28 23:19:16.739808,add_to_cart,prod_1741,,
3,3,2024-02-08 22:22:33.690649,product_view,prod_9768,,
3,4,2024-07-07 21:23:11.190419,purchase,prod_6789,76.2853241409053,purchase
3,4,2024-07-02 18:07:05.554404,purchase,prod_4273,36.63559899640465,purchase
3,4,2024-04-16 23:27:43.588344,purchase,prod_6548,101.59811425700028,purchase
3,5,2024-04-06 04:10:54.140220,purchase,prod_5303,389.6233604915428,purchase
3,5,2024-05-18 15:29:29.934620,product_view,prod_1588,,
3,5,2024-01-28 04:05:50.814865,product_view,prod_5314,,
3,6,2024-04-27 20:06:19.927665,add_to_cart,prod_5041,,
3,6,2024-07-22 23:29:13.322189,add_to_cart,prod_4877,,
3,7,2024-07-23 17:38:50.228803,product_view,prod_1260,,
3,7,2024-06-11 19:40:27.684378,add_to_cart,prod_5005,,
3,7,2024-07-12 18:57:15.190477,product_view,prod_2741,,
3,7,2024-05-03 00:09:03.145047,add_to_cart,prod_7092,,
3,7,2024-01-23 18:04:26.951982,purchase,prod_6899,427.34140615123425,purchase
3,8,2024-06-20 08:35:51.747143,product_view,prod_7659,,
3,8,2024-03-16 12:10:31.789639,add_to_cart,prod_3774,,
3,8,2024-04-07 17:14:32.213092,product_view,prod_5498,,
3,9,2024-06-17 08:57:30.388643,product_view,prod_3311,,
3,10,2024-02-10 03:48:56.471082,add_to_cart,prod_8038,,
3,10,2024-06-02 15:30:16.348204,add_to_cart,prod_4885,,
3,10,2024-05-25 07:28:14.602674,add_to_cart,prod_2488,,
3,10,2024-04-23 23:28:02.863147,product_view,prod_9691,,
3,10,2024-05-27 00:19:11.989873,add_to_cart,prod_6597,,
3,10,2024-05-29 06:03:34.877257,product_view,prod_2022,,
4,1,2024-03-19 13:02:34.412996,purchase,prod_1390,143.38775954510578,purchase
4,1,2024-05-25 07:27:38.769167,add_to_cart,prod_8561,,
4,1,2024-04-29 10:46:00.569568,purchase,prod_2164,359.68418781446076,purchase
4,2,2024-04-07 01:37:13.787738,add_to_cart,prod_6238,,
4,3,2024-05-12 00:36:04.498677,add_to_cart,prod_9427,,
4,3,2024-05-02 20:21:42.808627,add_to_cart,prod_7274,,
4,3,2024-02-16 03:16:35.355712,add_to_cart,prod_1120,,
4,3,2024-03-26 22:38:49.413367,product_view,prod_6752,,
4,3,2024-07-11 02:18:06.352619,product_view,prod_4580,,
4,4,2024-04-15 15:39:02.999779,add_to_cart,prod_7843,,
4,4,2024-03-08 10:39:57.602170,product_view,prod_1526,,
4,4,2024-07-21 05:09:06.679250,purchase,prod_2837,420.4220392158971,purchase
4,5,2024-01-28 09:19:43.994239,product_view,prod_6197,,
4,5,2024-06-05 15:30:36.863346,purchase,prod_6825,124.24200980482244,purchase
4,5,2024-06-27 09:06:54.464858,add_to_cart,prod_2058,,
4,5,2024-04-01 12:09:08.946633,add_to_cart,prod_1701,,
4,6,2024-04-17 07:26:42.039786,purchase,prod_4825,120.36236236814712,purchase
4,6,2024-07-18 03:30:26.679533,add_to_cart,prod_1650,,
4,7,2024-07-11 21:52:18.200000,add_to_cart,prod_1455,,
4,7,2024-07-09 10:09:55.411078,purchase,prod_2508,203.42248717369745,purchase
4,7,2024-05-14 17:49:32.886674,add_to_cart,prod_2653,,
4,7,2024-03-02 13:51:29.480492,product_view,prod_5933,,
4,8,2024-03-25 00:32:53.368225,product_view,prod_5984,,
4,9,2024-03-02 04:39:42.928883,purchase,prod_2895,406.140230694623,purchase
4,9,2024-04-16 01:08:24.109267,add_to_cart,prod_4875,,
4,9,2024-06-22 13:36:54.407218,product_view,prod_6383,,
4,9,2024-04-12 20:39:11.712533,add_to_cart,prod_4376,,
4,9,2024-01-30 23:06:58.728801,product_view,prod_3563,,
4,10,2024-01-18 16:10:27.101290,add_to_cart,prod_6027,,
4,10,2024-03-28 10:18:56.328554,product_view,prod_5613,,
4,10,2024-02-04 10:29:30.492336,purchase,prod_3999,229.44406749652512,purchase
4,10,2024-02-11 06:05:34.362114,purchase,prod_5193,315.72121405949315,purchase
5,1,2024-06-24 23:35:21.616605,add_to_cart,prod_3324,,
5,1,2024-02-24 12:18:58.882190,add_to_cart,prod_8733,,
5,2,2024-03-06 03:46:00.153959,add_to_cart,prod_6324,,
5,2,2024-01-16 12:20:53.623374,product_view,prod_3788,,
5,2,2024-04-09 02:43:17.057879,product_view,prod_1325,,
5,2,2024-03-07 20:51:26.505846,product_view,prod_1749,,
5,2,2024-05-07 17:18:05.847816,product_view,prod_7953,,
5,2,2024-03-23 00:30:37.073856,add_to_cart,prod_8978,,
5,3,2024-06-04 15:40:22.362283,product_view,prod_1059,,
5,3,2024-05-11 23:54:18.052396,add_to_cart,prod_9020,,
5,4,2024-01-15 09:52:49.801700,purchase,prod_7247,217.8421813257225,purchase
5,4,2024-07-23 08:17:03.785649,add_to_cart,prod_2399,,
5,5,2024-04-17 11:12:18.070472,add_to_cart,prod_4126,,
5,5,2024-06-05 17:47:31.738761,purchase,prod_7122,240.82031127483043,purchase
5,5,2024-03-11 09:01:05.374865,product_view,prod_7121,,
5,5,2024-03-22 23:27:50.144478,purchase,prod_1811,407.572309067531,purchase
5,6,2024-01-01 14:03:07.709158,product_view,prod_9646,,
5,6,2024-04-20 00:59:51.753467,product_view,prod_5033,,
5,6,2024-06-27 10:55:43.778053,purchase,prod_4495,462.4594770379176,purchase
5,6,2024-07-07 17:31:48.681976,add_to_cart,prod_2371,,
5,6,2024-05-31 16:28:28.712553,purchase,prod_7066,290.446999795877,purchase
5,6,2024-04-10 10:33:33.287516,add_to_cart,prod_8597,,
5,7,2024-05-18 04:06:07.668026,purchase,prod_7877,288.0795387810758,purchase
5,7,2024-06-30 23:40:12.622984,product_view,prod_3983,,
5,7,2024-07-16 16:40:21.465718,product_view,prod_8487,,
5,7,2024-01-29 10:06:50.111563,add_to_cart,prod_8172,,
5,8,2024-06-13 19:48:31.954458,add_to_cart,prod_6763,,
5,9,2024-05-14 00:55:07.025413,add_to_cart,prod_5815,,
5,9,2024-04-11 18:43:52.286217,product_view,prod_1901,,
5,9,2024-05-11 16:43:54.393186,add_to_cart,prod_6485,,
5,10,2024-03-22 09:43:31.494726,product_view,prod_9807,,
5,10,2024-07-05 08:50:16.346354,purchase,prod_4671,282.09552806787485,purchase
5,10,2024-04-17 04:29:59.007780,product_view,prod_5585,,
5,10,2024-06-10 15:07:37.088948,product_view,prod_3962,,
6,1,2024-03-30 10:57:49.661322,purchase,prod_5563,30.454456916699424,purchase
6,1,2024-02-13 22:58:14.609942,add_to_cart,prod_8581,,
6,2,2024-01-27 22:54:59.729898,purchase,prod_8931,204.34636667922555,purchase
6,2,2024-07-08 06:19:20.854991,add_to_cart,prod_1374,,
6,3,2024-01-21 02:01:57.825492,purchase,prod_5661,247.12842145320656,purchase
